Retro_OK_batch1-2024-12-10-A,,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cc[nH]n1)N1CCC[C@H]1CCl,v138a,[2.7865326404571533],0.666675,73574,13086,3728,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217039/C13086-P68,acceptable,expansion,None,OPOSJVRARWHRPJ-ZETCQYMHSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0866a,,,,,TRUE,experimental,,,,,,
c1cc(N2CCCOCC2)ccn1,v144a,[2.976625442504883],0.571717,45394,14910,3734,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211034/C14910-P26'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0191a,d0254a,,,,,,,,,,,TRUE,bad
CN(CCNC(=O)C[C@H]1CCCCO1)C(=O)c1cccnc1,v146b,[7.294503211975098],0.541853,45423,15070,3737,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211034/C15070-P26'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0191a,d0254a,,,,,,,TRUE,okay,,,,
O=C(C=Cc1cscn1)OCCCC[C@H]1CCCO1,v148a,[5.221753358840942],0.566935,46189,9420,3738,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211036/C9420-P19'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0191a,d0254a,,,,,,,,,,,TRUE,bad
O=C(C=Cc1cscn1)OCCCC[C@H]1CCCO1,v148b,[4.1744325160980225],0.536656,46190,9420,3739,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211036/C9420-P26'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0191a,d0254a,,,,,,,,,,,TRUE,bad
O=C(O)c1cc(S(=O)(=O)NCc2ccncc2)c[nH]1,v153a,[2.986229419708252],0.454582,47649,10564,3743,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211036/C10564-P42'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0264a,d0472a,,,,,,,,,,,TRUE,bad
C[C@@H](O)c1ncc(CN[C@@H](CCc2ccccc2)CC(=O)O)s1,v158a,[5.229903221130371],0.358664,47713,14066,3748,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211037/C14066-P42'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0264a,d0472a,d0615b,,,,,,,,,,TRUE,bad
C[C@@H](O)c1ncc(CN[C@@H](CCc2ccccc2)CC(=O)O)s1,v158b,[5.8087921142578125],0.36885,47725,14066,3749,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211037/C14066-P51'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0472a,d0615b,,,,,TRUE,experimental,,,,,TRUE,bad
CCc1ncc(CN[C@H](CCc2ccccc2)CC(=O)O)s1,v161a,[9.463677644729614],0.557354,47753,14067,3751,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211037/C14067-P51'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0264a,d0472a,d0615b,,,,,,TRUE,okay,,,,
c1nc(-c2n[nH]c3c2CCCC3)c[nH]1,v162a,[2.1672892570495605],0.580421,47755,23454,3752,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211035/C23454-P12'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0160a,z0103a,,,,,,,,,,,TRUE,bad
Cc1ncc(COC(=O)COc2ccsc2)s1,v163a,[6.006796360015869],0.669812,48036,14548,3753,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211037/C14548-P42'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0264a,d0472a,d0615b,,,,TRUE,experimental,,,,,,
Cc1ncsc1COC(=O)COc1ccsc1,v165b,[5.989177465438843],0.563583,48051,14551,3756,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211037/C14551-P51'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0472a,d0615b,,,,,TRUE,experimental,,,,,,
c1ccc(-c2cccnc2)cc1,v170a,[3.2950799465179443],0.637007,48814,20454,3760,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211037/C20454-P51'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0472a,d0615b,,,,,,,,,,,TRUE,bad
CC(=O)NCCN(Cc1ccsc1)C(=O)c1cnccc1O,v172a,[5.020039319992065],0.388177,49042,21062,3762,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211038/C21062-P12'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
CCOC(=O)c1nc(CC)sc1-c1ccn[nH]1,v175a,[2.942963123321533],0.633386,49265,12559,3765,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211033/C12559-P12'],['acceptable'],['expansion'],[''],,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0160a,d0615b,,,,,,,,,,,TRUE,bad
CCOC(=O)C[C@@H](C)OC(=O)c1ccnn1-c1ccncc1,v179a,[5.2137672901153564],0.547598,50001,9207,3769,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211038/C9207-P12'],['acceptable'],['expansion'],[''],KFFCQQFHRWBKTC-LLVKDONJSA-N,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
CCOC(=O)C[C@H](C)OC(=O)c1ccnn1-c1ccncc1,v179b,[5.590539216995239],0.550536,50008,9207,3770,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211038/C9207-P42'],['acceptable'],['expansion'],[''],KFFCQQFHRWBKTC-NSHDSACASA-N,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
c1cc(-c2cnc[nH]2)ccn1,v181a,[2.5739381313323975],0.665845,55140,8715,3771,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211036/C8715-P42'],['acceptable'],['expansion'],[''],AJQQGJNKKDEODG-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0472a,z0875c,,,,,,,,,,,TRUE,bad
CCCCN(CCCC)C(=O)Nc1ncc(C[C@H]2CCOC2)s1,v183a,[27.468856811523438],0.523384,51879,23712,3773,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211035/C23712-P26'],['acceptable'],['expansion'],[''],FEOHWIBMJWSLGD-CQSZACIVSA-N,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0254a,d0615b,,,,,,,,,,,TRUE,bad
C[C@H](CNC(=O)Nc1ncc(CC2CCOCC2)s1)S(N)(=O)=O,v185a,[8.47445559501648],0.556889,51947,23751,3775,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211035/C23751-P26'],['acceptable'],['expansion'],[''],CYKGEVWQGIWROI-SECBINFHSA-N,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0254a,d0615b,,,,,TRUE,experimental,,,,,,
c1ccc(N2CCCOCC2)nc1,v187a,[1.7767224311828613],0.470325,52068,14654,3777,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211035/C14654-P51'],['acceptable'],['expansion'],[''],VBOACUTYNJLSJJ-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0254a,d0615b,,,,,,,,,,,TRUE,bad
c1cnn(C2CCOCC2)c1,v188a,[2.4670777320861816],0.736314,52333,23931,3778,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211037/C23931-P12'],['acceptable'],['expansion'],[''],WAGVYTPQQZVQJF-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
CSC[C@H](C)CN[C@H](C)c1cn(C)nc1C1CCOCC1,v192a,[104.23955249786377],0.544702,52600,24397,3782,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211037/C24397-P12'],['acceptable'],['expansion'],[''],NICHNLZHGMPFGC-CHWSQXEVSA-N,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
Cc1nc(-c2ccccn2)sc1C(=O)N[C@H](C)[C@@H](C)C(=O)O,v195a,[5.017554998397827],0.526063,53275,10208,3785,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211037/C10208-P28'],['acceptable'],['expansion'],[''],LKTUJWQNQDRKOS-RKDXNWHRSA-N,RdRp_knitwork_primer_grip_n_pocket_impure_fragalysis.sdf,d0264a,d0472a,,,,,TRUE,experimental,,,,,,
CCS(=O)(=O)NCc1ccc(C(=O)N2CC(=O)N2)cc1,v198a,[4.798282146453857],0.730884,35982,3098,3788,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C3098-P45'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0566a,,,,,,,,,TRUE,good,,
COC(=O)C[C@H](O)c1nc2ccccc2[nH]1,v206a,[7.721164226531982],0.553066,39799,6717,3796,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6717-P17'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0693a,,,,,,,,,,,TRUE,bad
CCS(=O)(=O)NC[C@@H]1CCCN(Cc2cccc3ccccc23)C1,v212a,[29.226440906524658],0.539943,42983,1191,3802,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C1191-P17'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0787a,,,,,,,,,,,TRUE,bad
CC(C)(C)OC[C@H](O)c1ccncn1,v220a,[4.445181369781494],0.538623,44164,2600,3807,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C2600-P48'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0587a,,,,,,,,,,,TRUE,bad
CCCN(CCC)S(=O)(=O)N[C@H](C)c1ncccn1,v225a,[9.833853721618652],0.549449,44229,2614,3812,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C2614-P17'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0587a,,,,,,,,,,,TRUE,bad
C[C@@H](NS(=O)(=O)CC(C)(C)C#N)c1ncccn1,v230a,[3.466348648071289],0.620248,44268,2658,3817,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C2658-P17'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0587a,,,,,TRUE,experimental,,,,,,
C[C@@H](NS(=O)(=O)CC#N)c1ncccn1,v231a,[2.5311026573181152],0.77817,44277,2664,3818,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C2664-P48'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0587a,,,,,,,,,TRUE,good,,
CCO[C@@H](CC)[C@H](O)c1cncnc1,v253a,[2.3507180213928223],0.524231,44374,3031,3840,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C3031-P48'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0587a,,,,,,,,,,,TRUE,bad
CC(C)(C)OC[C@@H](O)c1cncnc1,v256a,[5.3021039962768555],0.551968,44383,3038,3843,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C3038-P48'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0587a,,,,,,,,,,,TRUE,bad
CC(C)(CO)NC(=O)N1CC[C@@H](c2ccon2)C1,v275a,[6.769750118255615],0.738959,46347,2576,3862,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C2576-P22'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0248a,d0279a,d0615a,,,,,,,,TRUE,good,,
CC(C)(CO)NC(=O)N1CC[C@@H](c2ccon2)C1,v275b,[6.282138824462891],0.673031,46349,2576,3863,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C2576-P29'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0248a,d0279a,,,,,,,,,TRUE,good,,
C[C@H](CO)N(C)C(=O)[C@H]1CCCNCC1,v277a,[4.4379518032073975],0.716505,46687,1261,3864,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C1261-P22'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0248a,d0759a,,,,,,,TRUE,okay,,,,
CCS(=O)(=O)NCc1cn(CCCn2cncn2)nn1,v55c,[3.4395720958709717],0.636564,49421,1623,3866,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C1623-P48'],['acceptable'],['expansion'],[''],,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0587a,,,,,,,,,,,TRUE,bad
CCS(=O)(=O)NC[C@H]1CCC[C@H]2C[C@@H]12,v280a,[3.5700581073760986],0.714021,49520,983,3867,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C983-P18'],['acceptable'],['expansion'],[''],PQHDSDYOZFSKLV-IVZWLZJFSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0176a,d0503a,d0759a,,,TRUE,experimental,,,,,,
CCS(=O)(=O)NC[C@H]1C=CCCCC1,v281a,[2.4320366382598877],0.848046,49572,1194,3868,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C1194-P18'],['acceptable'],['expansion'],[''],FIMPFXBHOKBSJP-JTQLQIEISA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0176a,d0503a,d0759a,,,,,TRUE,okay,,,,
C[C@@H](c1ccccc1)S(=O)(=O)N[C@H](c1ncccn1)C1CC1,v287a,[69.25387573242188],0.368934,49666,5802,3874,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211014/C5802-P48'],['acceptable'],['expansion'],[''],WLRKTYFDLUYNAQ-WFASDCNBSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0587a,,,,,TRUE,experimental,,,,,,
CCS(=O)(=O)NC[C@@H]1CCCC2(CC2)C1,v288a,[3.1723756790161133],0.758159,49776,1465,3875,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C1465-P17'],['acceptable'],['expansion'],[''],GZOFUQGTEOHYBG-SNVBAGLBSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0176a,d0503a,d0759a,,,,,,,,,TRUE,bad
CCS(=O)(=O)N(C)c1cccnc1,v91b,[1.338061809539795],0.517028,51151,1345,3879,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C1345-P17'],['acceptable'],['expansion'],[''],KUNYWHXFLWUFPB-UHFFFAOYSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0279a,d0615a,,,,,,,,TRUE,good,,
CC(C)(C)OC[C@@H](O)c1cscn1,v294a,[2.154937505722046],0.480159,51476,5550,3880,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C5550-P50'],['acceptable'],['expansion'],[''],CVLSHSMLHFDUPS-MRVPVSSYSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,TRUE,okay,,,,
C=CCN(C)S(=O)(=O)N[C@@H](C)c1nccs1,v295b,[2.914698362350464],0.64164,51484,5555,3882,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C5555-P50'],['acceptable'],['expansion'],[''],MJOVEFYRMHTGAB-QMMMGPOBSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,TRUE,okay,,,,
C=CCS(=O)(=O)N[C@H](CC)c1nccs1,v297a,[1.9662935733795166],0.721475,51488,5561,3883,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C5561-P17'],['acceptable'],['expansion'],[''],LXYBXKRRADMCFP-MRVPVSSYSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,TRUE,okay,,,,
C[C@@H](NS(=O)(=O)CCCCC#N)c1nccs1,v298b,[3.2068111896514893],0.581659,51494,5616,3885,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C5616-P50'],['acceptable'],['expansion'],[''],YZHIZPSEYPALKB-SECBINFHSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,,,,,TRUE,bad
C[C@H](C[C@H](C)NS(=O)(=O)Cc1cscn1)C(F)F,v305a,[1.9371957778930664],0.621466,51513,5663,3891,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C5663-P50'],['acceptable'],['expansion'],[''],QQPIZLOXKJHKMI-SFYZADRCSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,TRUE,experimental,,,,,,
C=C[C@](C)(CC)NS(=O)(=O)c1cscn1,v316b,[2.268122673034668],0.586004,51647,5850,3903,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C5850-P50'],['acceptable'],['expansion'],[''],CRCWHWXTZMWLKL-SECBINFHSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,TRUE,experimental,,,,,,
C[C@H](NS(=O)(=O)C[C@@H](C)C(C)(F)F)c1nccs1,v318a,[2.5174944400787354],0.647936,51648,5927,3904,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C5927-P17'],['acceptable'],['expansion'],[''],MAVCNBRDNQKOQG-SFYZADRCSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,TRUE,experimental,,,,,,
C[C@@H](NS(=O)(=O)CBr)c1cncs1,v325a,[1.6417837142944336],0.787659,51698,6140,3911,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6140-P50'],['acceptable'],['expansion'],[''],ZXADTZPZTLKOGO-RXMQYKEDSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,TRUE,okay,,,,
CCO[C@@H](C(C)C)[C@@H](O)c1cncs1,v328b,[1.3822858333587646],0.46372,51710,6219,3915,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6219-P50'],['acceptable'],['expansion'],[''],VSIMLMGGLHKOHQ-UWVGGRQHSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,,,,,TRUE,bad
CCCS(=O)(=O)N[C@H](C)c1cccnc1,v336a,[1.8789036273956299],0.781744,51748,6353,3922,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6353-P17'],['acceptable'],['expansion'],[''],BXUSHCNUMJPCGE-SECBINFHSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,,,TRUE,good,,
CCCCN(O)C(=O)c1ccccn1,v338a,[1.9348533153533936],0.511203,51754,6445,3924,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6445-P17'],['acceptable'],['expansion'],[''],ZTVBGTNBYSEBPC-UHFFFAOYSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,,,,,TRUE,bad
CCCCN(O)C(=O)c1ccccn1,v338b,[1.8890740871429443],0.515275,51756,6445,3925,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6445-P50'],['acceptable'],['expansion'],[''],ZTVBGTNBYSEBPC-UHFFFAOYSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,,,,,TRUE,bad
C[C@H](CCNS(=O)(=O)Cc1ccncc1)C(F)F,v341a,[2.8243508338928223],0.622434,51781,6465,3927,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6465-P17'],['acceptable'],['expansion'],[''],HIFQUWMQVAZNTE-SECBINFHSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,TRUE,experimental,,,,,,
CCC[C@H](NS(=O)(=O)CC(C)(C)C(F)(F)F)c1ccccn1,v344a,[7.104072332382202],0.546437,51790,6489,3930,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6489-P17'],['acceptable'],['expansion'],[''],FPGLJNIRXQQASH-LBPRGKRZSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,,,,,TRUE,bad
CCC[C@H](NS(=O)(=O)CC(C)(C)C(F)(F)F)c1ccccn1,v344b,[7.027507066726685],0.558095,51793,6489,3931,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6489-P50'],['acceptable'],['expansion'],[''],FPGLJNIRXQQASH-LBPRGKRZSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,,,,,TRUE,bad
CC[C@H](NS(=O)(=O)N(C)C)c1ccncc1,v348a,[3.3061165809631348],0.659114,51809,6527,3934,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6527-P17'],['acceptable'],['expansion'],[''],XVUBRPZAPHYKMV-JTQLQIEISA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,TRUE,okay,,,,
C[C@H](NS(=O)(=O)CC#N)c1ccccn1,v352a,[1.593364953994751],0.773077,51832,6543,3938,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6543-P50'],['acceptable'],['expansion'],[''],MHZFNJCMRZQBRV-QMMMGPOBSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,TRUE,okay,,,,
CC[C@@H](NS(=O)(=O)CCC(C)C)c1ccccn1,v354a,[2.53985595703125],0.594586,51843,6567,3940,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6567-P17'],['acceptable'],['expansion'],[''],VCOMALJTOWPSSG-GFCCVEGCSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,,,,,,,TRUE,bad
