target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1
C54123,1,,,,CC(O)CN,Cc1cn(C2CCCCC2)nc1N,Cc1cn(C2CCCCC2)nc1NC(=O)NCC(C)O,Formation_of_urea_from_two_amines,,
C30341,1,,,,CC1(C)OB(c2nccs2)OC1(C)C,Ic1nccc2ccccc12,c1ccc2c(-c3nccs3)nccc2c1,Sp2-sp2_Suzuki_coupling,,
C2664,1,,,,CC(N)c1ncccn1,N#CCS(=O)(=O)Cl,CC(NS(=O)(=O)CC#N)c1ncccn1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C33380,1,,,,NC(=O)Nc1cccc2ccccc12,CC1(c2ccco2)CO1,CC(O)(CNC(=O)Nc1cccc2ccccc12)c1ccco1,Epoxide_+_amine_coupling,,
C13699,1,,,,CC1(C)OB(c2cscn2)OC1(C)C,N#Cc1ccc(Cl)nc1C1CC1,N#Cc1ccc(-c2cscn2)nc1C1CC1,Sp2-sp2_Suzuki_coupling,,
C69322,1,,,,CC1(C)OB(c2cc(CC(=O)O)cc(CC(=O)O)c2)OC1(C)C,NC(c1ccccc1)c1ccc(I)s1,NC(c1ccccc1)c1ccc(-c2cc(CC(=O)O)cc(CC(=O)O)c2)s1,Sp2-sp2_Suzuki_coupling,,
C1345,1,,,,CNc1cccnc1,CCS(=O)(=O)F,CCS(=O)(=O)N(C)c1cccnc1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C5550,1,,,,CC(C)(C)O,OCC(O)c1cscn1,CC(C)(C)OCC(O)c1cscn1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,
C48706,1,,,,CC1(C)OB(c2csc(N)n2)OC1(C)C,Ic1nccc2ccccc12,Nc1nc(-c2nccc3ccccc23)cs1,Sp2-sp2_Suzuki_coupling,,
C29852,1,,,,c1cn[nH]c1,Brc1nccc2ccccc12,c1ccc2c(-n3cccn3)nccc2c1,N-nucleophilic_aromatic_substitution,,
C37157,1,,,,CO,CC(O)(CO)CNC(=O)Nc1ccc2c(c1)CCCN2,COCC(C)(O)CNC(=O)Nc1ccc2c(c1)CCCN2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,
C6353,1,,,,CC(N)c1cccnc1,CCCS(=O)(=O)Cl,CCCS(=O)(=O)NC(C)c1cccnc1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C29796,1,,,,Ic1ccc2cnccc2c1,CC1(C)OB(c2cscn2)OC1(C)C,c1cc2cc(-c3cscn3)ccc2cn1,Sp2-sp2_Suzuki_coupling,,
C6527,1,,,,CN(C)S(=O)(=O)Cl,CCC(N)c1ccncc1,CCC(NS(=O)(=O)N(C)C)c1ccncc1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C9420,1,,,,OCCCCC1CCCO1,O=C(O)C=Cc1cscn1,O=C(C=Cc1cscn1)OCCCCC1CCCO1,Steglich_esterification,,
C6950,1,,,,O=S(=O)(Cl)CCC(F)(F)C(F)F,CCC(N)c1cccnc1,CCC(NS(=O)(=O)CCC(F)(F)C(F)F)c1cccnc1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C43304,1,,,,NC(=O)C(=O)Nc1cccc2[nH]ccc12,CSCCC1CO1,CSCCC(CO)NC(=O)C(=O)Nc1cccc2[nH]ccc12,Epoxide_+_amine_coupling,,
C44522,1,,,,CC(C)(C)OC(=O)N1CCc2cc(C(=O)c3cncs3)ccc21,,O=C(c1ccc2c(c1)CCN2)c1cncs1,N-Boc_deprotection,,
C6954,1,,,,OB(O)c1ccccn1,O=C1C=C(Cl)CCCC1,O=C1C=C(c2ccccn2)CCCC1,Sp2-sp2_Suzuki_coupling,,
C27417,1,,,,NC(=O)Nc1cccc2[nH]ccc12,CC(C)C1(C)CO1,CC(C)C(C)(CO)NC(=O)Nc1cccc2[nH]ccc12,Epoxide_+_amine_coupling,,
C49938,1,,,,Ic1cscn1,CC1(C)OB(c2cccc3ocnc23)OC1(C)C,c1cc(-c2cscn2)c2ncoc2c1,Sp2-sp2_Suzuki_coupling,,
C791,1,,,,CCS(=O)(=O)Cl,NCc1ncccc1F,CCS(=O)(=O)NCc1ncccc1F,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C886,1,,,,CCS(=O)(=O)F,NCc1ncccc1Cl,CCS(=O)(=O)NCc1ncccc1Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C890,1,,,,CCS(=O)(=O)Cl,NCc1ccncc1Cl,CCS(=O)(=O)NCc1ccncc1Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C897,1,,,,CCS(=O)(=O)F,NCc1ccc(OCc2ccccn2)cc1,CCS(=O)(=O)NCc1ccc(OCc2ccccn2)cc1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C8715,1,,,,OB(O)c1ccncc1,Brc1cnc[nH]1,c1cc(-c2cnc[nH]2)ccn1,Sp2-sp2_Suzuki_coupling,,
C7755,1,,,,CCS(=O)(=O)F,NCc1nc2cc(Cl)ccc2[nH]1,CCS(=O)(=O)NCc1nc2cc(Cl)ccc2[nH]1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C47542,1,,,,CCO,O=C(O)C12CC1CCc1ccccc12,CCOC(=O)C12CC1CCc1ccccc12,Steglich_esterification,,
C1226,1,,,,CC(C)(N)CO,O=C(O)c1cnc(-c2ccc(Cl)s2)s1,CC(C)(CO)NC(=O)c1cnc(-c2ccc(Cl)s2)s1,Amidation,,
C8588,1,,,,O=C(O)C=CI,CCS(=O)(=O)NCc1ccc(B2OC(C)(C)C(C)(C)O2)s1,CCS(=O)(=O)NCc1ccc(C=CC(=O)O)s1,Sp2-sp2_Suzuki_coupling,,
C41689,1,,,,O=S(=O)(Cl)c1ccnn1C1CCCC1,NCCN1CCCC1=O,O=C1CCCN1CCNS(=O)(=O)c1ccnn1C1CCCC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C43742,1,,,,CCO,O=C(O)C1c2ccccc2CCC12CC2,CCOC(=O)C1c2ccccc2CCC12CC2,Steglich_esterification,,
C40797,1,,,,CC(N)c1ccccn1,O=C(O)CCN1CCCC1=O,CC(NC(=O)CCN1CCCC1=O)c1ccccn1,Amidation,,
C2829,1,,,,CCS(=O)(=O)Cl,Cc1ccc(N2CC(CN)CC2=O)cc1,CCS(=O)(=O)NCC1CC(=O)N(c2ccc(C)cc2)C1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C3075,1,,,,CCS(=O)(=O)Cl,NCC1CC(=O)N(c2ccc(Cl)cc2)C1,CCS(=O)(=O)NCC1CC(=O)N(c2ccc(Cl)cc2)C1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C772,1,,,,CCS(=O)(=O)Cl,COc1cccnc1CN,CCS(=O)(=O)NCc1ncccc1OC,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C808,1,,,,CCS(=O)(=O)Cl,NCc1nc(Cl)ccc1Br,CCS(=O)(=O)NCc1nc(Cl)ccc1Br,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C850,1,,,,CCS(=O)(=O)Cl,Cc1cnccc1CN,CCS(=O)(=O)NCc1ccncc1C,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C852,1,,,,CCS(=O)(=O)Cl,Cc1cccnc1CN,CCS(=O)(=O)NCc1ncccc1C,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C856,1,,,,CCS(=O)(=O)Cl,Cc1cnc(CN)c(C)c1,CCS(=O)(=O)NCc1ncc(C)cc1C,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C885,1,,,,CCS(=O)(=O)F,Cc1cc(C)c(CN)cn1,CCS(=O)(=O)NCc1cnc(C)cc1C,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C915,1,,,,CCS(=O)(=O)Cl,Cc1ccncc1CN,CCS(=O)(=O)NCc1cnccc1C,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C21233,1,,,,Ic1nnc(-c2cccnc2)o1,CC1(C)OB(c2ccnc(-n3ccnc3)c2)OC1(C)C,c1cncc(-c2nnc(-c3ccnc(-n4ccnc4)c3)o2)c1,Sp2-sp2_Suzuki_coupling,,
C66260,1,,,,Nc1cc2cnccc2cn1,CC(C)(C)OC(=O)C1CCCO1,O=C(Nc1cc2cnccc2cn1)C1CCCO1,Ester_amidation,,
C66263,1,,,,Nc1cc2cnc(Cl)cc2cn1,NC(=O)C1CCCO1,Nc1cc2cnc(NC(=O)C3CCCO3)cc2cn1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C66264,1,,,,NC(=O)C1CCCO1,Oc1cc2cnc(Br)cc2cn1,O=C(Nc1cc2cnc(O)cc2cn1)C1CCCO1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C66267,1,,,,Oc1cc2cnc(Br)cc2cn1,NC(=O)C1CCNO1,O=C(Nc1cc2cnc(O)cc2cn1)C1CCNO1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C40440,1,,,,Brc1ccc2occc2c1,Cn1ccc2cc(S(N)(=O)=O)ccc21,Cn1ccc2cc(S(=O)(=O)Nc3ccc4occc4c3)ccc21,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C61134,1,,,,c1ccc2c(c1)CCCN2,CS(=O)(=O)F,CS(=O)(=O)N1CCCc2ccccc21,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C61200,1,,,,c1ccc2c(c1)CCCN2,CC(CCl)S(=O)(=O)Cl,CC(CCl)S(=O)(=O)N1CCCc2ccccc21,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C65250,1,,,,c1ccc2c(c1)CCCN2,CC(C)(CS(=O)(=O)Cl)C(F)F,CC(C)(CS(=O)(=O)N1CCCc2ccccc21)C(F)F,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C65264,1,,,,N#CCS(=O)(=O)Cl,c1ccc2c(c1)CCCN2,N#CCS(=O)(=O)N1CCCc2ccccc21,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C65644,1,,,,NCCN1CCCC1=O,O=C(O)c1ccnc2ccccc12,O=C(NCCN1CCCC1=O)c1ccnc2ccccc12,Amidation,,
C45268,1,,,,CC1(C)OB(C2CC2)OC1(C)C,CC(O)CNC(=O)Nc1cccc(Br)n1,CC(O)CNC(=O)Nc1cccc(C2CC2)n1,Sp3-sp2_Suzuki_coupling,,
C36844,1,,,,O=S(=O)(Cl)c1cncs1,CN1CCCc2ccc(N)cc21,CN1CCCc2ccc(NS(=O)(=O)c3cncs3)cc21,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
C10412,1,,,,O=S(=O)(Cl)C1CCOC1,COC(=O)CCNCc1cccnc1,COC(=O)CCN(Cc1cccnc1)S(=O)(=O)C1CCOC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,
