smiles,template,compound_set,hit1,hit2,hit3,hit4
CCC(O)(CC)C(=O)c1cncnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CCC(O)(CC)C(=O)c1cncnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0587a/d0587a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
COCC(O)(c1cncnc1)C(C)C,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
COCC(O)(c1cncnc1)C(C)C,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0587a/d0587a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CC(=O)CC(O)c1cncnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CC(=O)CC(O)c1cncnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0587a/d0587a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CC(C)(O)C(=O)c1cncnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CC(C)(O)C(=O)c1cncnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0587a/d0587a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CCC(CC)C(=O)C(O)c1cncnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CCC(CC)C(=O)C(O)c1cncnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0587a/d0587a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
Cc1cnc(CCN(C)C(=O)CCc2n[nH]c(=O)[nH]c2=O)s1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0379a,d0615a,,
O=c1[nH]nc(NCCOc2cccc(C(F)(F)F)n2)c(=O)[nH]1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0379a/d0379a.pdb,kntiwork_primer_thumb_site_2_impure,d0379a,d0615a,,
O=c1[nH]nc(NCCOc2cccc(C(F)(F)F)n2)c(=O)[nH]1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0379a,d0615a,,
CC(C)(CO)NC(=O)N1CCC(c2ccon2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0248a/d0248a.pdb,kntiwork_primer_thumb_site_2_impure,d0248a,d0279a,d0615a,
CC(C)(CO)NC(=O)N1CCC(c2ccon2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0279a/d0279a.pdb,kntiwork_primer_thumb_site_2_impure,d0248a,d0279a,,
CC(CO)N(C)C(=O)C1CCCNCC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0248a/d0248a.pdb,kntiwork_primer_thumb_site_2_impure,d0248a,d0759a,,
CC(CO)N(C)C(=O)C1CCCNCC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0759a/d0759a.pdb,kntiwork_primer_thumb_site_2_impure,d0248a,d0759a,,
CCS(=O)(=O)NCc1cn(CCCn2cncn2)nn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CCS(=O)(=O)NCc1cn(CCCn2cncn2)nn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0587a/d0587a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CCS(=O)(=O)NCC1CCCC2CC12,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,d0503a,d0759a
CCS(=O)(=O)NCC1CCCC2CC12,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0176a/d0176a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,,
CCS(=O)(=O)NCC1C=CCCCC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,d0503a,d0759a
CCS(=O)(=O)NCC1C=CCCCC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0176a/d0176a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,,
CCS(=O)(=O)N(C)C1CCCSC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,d0503a,d0759a
CCS(=O)(=O)N(C)C1CCCSC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0176a/d0176a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,,
CCS(=O)(=O)NCC1CCCC12CC2,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,d0503a,d0759a
CCS(=O)(=O)NCC1CCCC12CC2,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0176a/d0176a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,,
CCS(=O)(=O)NCC12CCCCC1C2,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,d0503a,d0759a
CC(c1ccccc1)S(=O)(=O)NC(c1ncccn1)C1CC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0587a/d0587a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0587a,,
CCS(=O)(=O)NCC1CCCC2(CC2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,d0503a,d0759a
CCS(=O)(=O)NCC1CCCC2(CC2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0176a/d0176a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,,
O=S(=O)(CCc1cnoc1)NCC1CCCC2(CC2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0176a,d0503a,d0759a
CC(C)C(NC(=O)c1ccc2[nH]cnc2c1)C(=O)N(C)C,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0248a/d0248a.pdb,kntiwork_primer_thumb_site_2_impure,d0248a,d0693a,,
CCS(=O)(=O)N(C)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0279a,d0615a,
CCS(=O)(=O)N(C)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0279a/d0279a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0279a,,
CC(C)(C)OCC(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)(C)OCC(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=CCN(C)S(=O)(=O)NC(C)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=CCN(C)S(=O)(=O)NC(C)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=CCS(=O)(=O)NC(CC)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=CCS(=O)(=O)NC(CC)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CCCCC#N)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CCCCC#N)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CN(C)S(=O)(=O)NC(C)(C)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CN(C)S(=O)(=O)NC(C)(C)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCOCCC(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCOCCC(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=C(COCC)C(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=C(COCC)C(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(CC(C)C(F)F)NS(=O)(=O)Cc1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(CC(C)C(F)F)NS(=O)(=O)Cc1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CCl)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CCl)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC#CCC(=O)C(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC#CCC(=O)C(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(=O)CC(C)(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(=O)CC(C)(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COCC(C)(O)C(=O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COCC(C)(O)C(=O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)CC(O)C(=O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)CC(O)C(=O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)(F)CC(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)(F)CC(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)CN(C(=O)OC(C)(C)C)C(C#N)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COCC(C)(O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COCC(C)(O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=CC(C)(CC)NS(=O)(=O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=CC(C)(CC)NS(=O)(=O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CC(C)C(C)(F)F)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CC(C)C(C)(F)F)c1nccs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(C)(C)C(O)C(=O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(C)(C)C(O)C(=O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(=O)C(C)(O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(=O)C(C)(O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC=CC(=O)C(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC=CC(=O)C(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(C)C(NS(=O)(=O)c1cscn1)C(F)(F)F,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(C)C(NS(=O)(=O)c1cscn1)C(F)(F)F,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CBr)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CBr)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)CC(=O)C(O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)CC(=O)C(O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCOC(C(C)C)C(O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCOC(C(C)C)C(O)c1cncs1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(O)(C(=O)c1cscn1)C(F)F,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(O)(C(=O)c1cscn1)C(F)F,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)OCCC(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)OCCC(O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(C)(O)C(=O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(C)(O)C(=O)c1cscn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(O)=CC(=O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(O)=CC(=O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCS(=O)(=O)NC(C)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCS(=O)(=O)NC(C)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
