smiles,template,compound_set,hit1,hit2,hit3,hit4
C=CCC(=O)C(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=CCC(=O)C(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCCN(O)C(=O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCCN(O)C(=O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(=O)N(C)C(C)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(=O)N(C)C(C)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(CCNS(=O)(=O)Cc1ccncc1)C(F)F,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(CCNS(=O)(=O)Cc1ccncc1)C(F)F,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(=O)CC(C)(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(=O)CC(C)(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCC(NS(=O)(=O)CC(C)(C)C(F)(F)F)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCC(NS(=O)(=O)CC(C)(C)C(F)(F)F)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=CCCCC(=O)C(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=CCCCC(=O)C(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(NS(=O)(=O)N(C)C)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(NS(=O)(=O)N(C)C)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(O)(C(=O)C(F)F)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(O)(C=O)C(=O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(O)(C=O)C(=O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CC#N)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(=O)(=O)CC#N)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC#CCC(=O)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC#CCC(=O)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(NS(=O)(=O)CCC(C)C)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(NS(=O)(=O)CCC(C)C)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COCC(O)C(=O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COCC(O)C(=O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCC(C)C(=O)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCC(C)C(=O)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCOCC(=O)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCOCC(=O)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCN(O)C(=O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCN(O)C(=O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(C)CC(O)C(=O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(C)CC(O)C(=O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)CC(C)CS(=O)(=O)NC(C)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)CC(C)CS(=O)(=O)NC(C)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCC(OC)C(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCC(OC)C(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=C(COC(C)C)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=C(COC(C)C)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)=CC(=O)C(C)(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)=CC(=O)C(C)(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)C(NS(C)(=O)=O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)C(NS(C)(=O)=O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)(O)C(=O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)(O)C(=O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)C(=O)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)C(=O)C(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(C)(=O)=O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(NS(C)(=O)=O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=C(C(=O)OC)C(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
C=C(C(=O)OC)C(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCOCCC(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCOCCC(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COCC(=O)C(C)(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COCC(=O)C(C)(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(=O)C(C)(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(=O)C(C)(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)=CC(=O)C(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)=CC(=O)C(O)c1ccncc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(=O)CCCCCS(=O)(=O)NC(c1ccccn1)C(C)C,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
COC(=O)CCCCCS(=O)(=O)NC(c1ccccn1)C(C)C,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCC(c1ccccn1)N(C)C(=O)OCCC(C)C,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCC(c1ccccn1)N(C)C(=O)OCCC(C)C,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CS(=O)(=O)CC(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CS(=O)(=O)CC(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)(C)CC(=O)C(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)(C)CC(=O)C(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCOCC(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCCOCC(O)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)(C)OCC(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)(C)OCC(O)c1ccccn1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(NS(=O)(=O)CCC(F)(F)C(F)F)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(NS(=O)(=O)CCC(F)(F)C(F)F)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC(C)C1NC(=O)N(C(F)CO)C1=O,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0376a,,
CC(C)C1NC(=O)N(C(F)CO)C1=O,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0376a/d0376a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0376a,,
CCCc1nnc(NS(=O)(=O)c2ccc3c(c2)OCCO3)s1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0376a,,
CCCc1nnc(NS(=O)(=O)c2ccc3c(c2)OCCO3)s1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0376a/d0376a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0376a,,
CCCn1ccc(CNCc2ccc3c(n2)OCCO3)n1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0376a/d0376a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0376a,,
O=c1ccc(-c2cccnc2)nn1CC1=NOC2OCCCC12,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0379a,d0615a,,
O=c1ccc(-c2cccnc2)nn1Cc1nsc2ccccc12,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0379a,d0615a,,
O=S(=O)(CCc1cnoc1)NC(c1ccncc1)C1CCC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,d0759a,
O=S(=O)(CCc1cnoc1)NC(c1ccncc1)C1CCC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
O=S(=O)(CCn1cccn1)NC(c1ccncc1)C1CC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
O=S(=O)(CCn1cccn1)NC(c1ccncc1)C1CC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CC1(CNS(=O)(=O)CCn2cccn2)COc2ccccc2O1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
O=S(=O)(CCc1cnoc1)NC(c1cccnc1)C1CC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
O=S(=O)(CCc1cnoc1)NC(c1cccnc1)C1CC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
O=S(=O)(CCc1cnoc1)NC(c1ccccc1)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0174a/d0174a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
O=S(=O)(CCc1cnoc1)NC(c1ccccc1)c1cccnc1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0615a,,
CCC(NS(=O)(=O)c1coc2ccccc12)C(C)C,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0787a/d0787a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0787a,,
CCC(C#N)NS(=O)(=O)c1coc2ccccc12,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0787a/d0787a.pdb,kntiwork_primer_thumb_site_2_impure,d0174a,d0787a,,
O=C1C=C(c2ccccn2)CCCC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0566a/d0566a.pdb,kntiwork_primer_thumb_site_2_impure,d0566a,d0615a,,
O=C1C=C(c2ccccn2)CCCC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,kntiwork_primer_thumb_site_2_impure,d0566a,d0615a,,
